,id,text,clean,sent,username,chatroom,mention,ngrams,involved,back_and_forth,bigrams,discussionId
154,155,Divya-tfw: can you try start apium server with override exist session..,divyatfw try start apium server override exist session,2016-12-12 05:25:26,tekisrinivas20,test_Appium,0,0,0,0,"a start, apium server, apium start, exist override, exist session, start try",[24]
155,156,mgmanikandan87: : So now how can I delete cache data and start run ?or any other alternative for the problem,mgmanikandan delete cache data start run alternative problem,2016-12-12 05:25:36,Divya-tfw,test_Appium,1,0,0,0,"a run, a start, cache data, cache delete, run start",[21]
156,157,override exist session ? where is that option ? Appium or shud i add in capabilit,override exist session option appium shud add capabilit,2016-12-12 05:26:06,Divya-tfw,test_Appium,0,0,1,0,"a on, app on, appium on, exist override, exist session",[21]
157,158,In apium server settings u can find override exist session check box..u can check it,apium server settings find override exist session check boxu check,2016-12-12 05:27:24,tekisrinivas20,test_Appium,0,0,1,0,"apium server, box check, check session, exist override, exist session, find override, server settings",[24]
158,159,Rahul-Chulliparambil: are you using GUI or command line tool,rahulchulliparambil use gui command line tool,2016-12-12 05:27:40,mgmanikandan87,test_Appium,0,0,1,0,"command line, line tool",[21]
159,160,ok let me check,let check,2016-12-12 05:27:40,Divya-tfw,test_Appium,0,0,1,0,,[21]
160,161,?,,2016-12-12 05:27:40,mgmanikandan87,test_Appium,0,0,1,0,,[21]
161,162,Divya-tfw: override exist session means will override exit session for next run it won鈥檛 create new session,divyatfw override exist session mean override exit session next run win create new session,2016-12-12 05:28:18,mgmanikandan87,test_Appium,0,0,1,0,"create new, exist override, exist session, exit override, exit session, me on, new session, next run",[21]
162,163,"Then scripts will fail I guess, as new session will be created evry time when we run scripts .Now since its over riding that if some thing fails , then it will abort execution",script fail guess new session create evry time run script since rid thing fail abort execution,2016-12-12 05:29:46,Divya-tfw,test_Appium,0,0,1,0,"abort execution, evry time, guess new, me r, new session, run script",[21]
163,164,Divya-tfw: can you post your appium full logs here ?,divyatfw post appium full log,2016-12-12 05:30:21,mgmanikandan87,test_Appium,1,0,0,0,appium full,[21]
164,165,Logs will throw error as Element not found and continues with next script,log throw error element find continue next script,2016-12-12 05:30:50,Divya-tfw,test_Appium,0,0,1,0,"element find, element or, error throw, next script",[21]
165,166,can you post whole appium logs,post whole appium log,2016-12-12 05:32:25,mgmanikandan87,test_Appium,0,0,1,0,"appium log, appium whole, post whole",[21]
166,167,ok will post .Let me give run and send u,post let give run send,2016-12-12 05:32:42,Divya-tfw,test_Appium,0,0,1,0,give run,"[21, 25]"
167,168,ok,,2016-12-12 05:32:52,mgmanikandan87,test_Appium,0,0,1,0,,"[21, 26]"
168,169,In my case also I was able to run first test successfully. for second script it is failing. this solution solved for me..,case able run first test successfully second script fail solution solve,2016-12-12 05:34:36,tekisrinivas20,test_Appium,0,0,0,0,"first run, first test, on so, script second, successfully test",[]
169,170,ok .let me try,let try,2016-12-12 05:35:03,Divya-tfw,test_Appium,0,0,1,0,,[25]
170,171,I am using eclipse IDE,use eclipse ide,2016-12-12 05:35:56,Rahul-Chulliparambil,test_Appium,0,0,0,0,,[27]
171,172,mgmanikandan87: : Do you have any properly running appium code ?,mgmanikandan properly run appium code,2016-12-12 05:41:05,Rahul-Chulliparambil,test_Appium,0,0,1,0,"a run, appium code, appium run, r y","[26, 27]"
172,173,Rahul-Chulliparambil: yes,rahulchulliparambil yes,2016-12-12 05:50:18,mgmanikandan87,test_Appium,1,0,0,0,,"[26, 27]"
173,174,@mgmanikandan87 : this is my appium logLaunching Appium server with command:[<-CODE->],appium loglaunching appium server command,2016-12-12 05:51:05,Rahul-Chulliparambil,test_Appium,1,0,0,0,"appium log, appium server","[26, 27]"
174,175,Can You share any code with me?,share code,2016-12-12 05:52:11,Rahul-Chulliparambil,test_Appium,0,0,1,0,,"[26, 27]"
175,176,"sure, give sometime",sure give sometime,2016-12-12 06:06:38,mgmanikandan87,test_Appium,0,0,1,0,give sometime,"[26, 27]"
176,177,ok,,2016-12-12 06:55:27,Rahul-Chulliparambil,test_Appium,0,0,1,0,,"[26, 27]"
177,178,Thank u guys .I got solution for batch run using Override Existing session.Thank u,thank guy get solution batch run use override exist,2016-12-12 07:29:26,Divya-tfw,test_Appium,0,0,0,1,"batch run, exist override",[27]
178,179,"Congrats@Divya-tfw.Guys, Please help me to resolve my issue as well.",please help resolve issue well,2016-12-12 07:30:25,Rahul-Chulliparambil,test_Appium,1,0,0,0,help please,"[26, 27]"
179,180,ok,,2016-12-12 07:30:47,Divya-tfw,test_Appium,0,0,1,1,,[27]
180,181,Tel me r u getting same issue can not create new session again?,tel get issue create new session,2016-12-12 07:31:10,Divya-tfw,test_Appium,0,0,1,1,"create new, get i, new session",[27]
181,182,Yes,yes,2016-12-12 07:31:28,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[27]
182,183,When ever I run the code I am getting same error.,ever run code get error,2016-12-12 07:31:51,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[27]
183,184,"I will send u few capabilties ,try adding it",send capabilties try add,2016-12-12 07:32:00,Divya-tfw,test_Appium,0,0,1,1,a try,[27]
184,185,Ok,,2016-12-12 07:32:08,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[27]
185,186,It shud work.As it worked for me,shud work,2016-12-12 07:32:09,Divya-tfw,test_Appium,0,0,1,0,,[27]
186,187,Do we have to do any configuration in appium? apart from selecting the folder of apk and device name etc. ?,configuration appium apart select folder apk device name etc,2016-12-12 07:33:02,Rahul-Chulliparambil,test_Appium,0,0,1,0,"a on, app on, appium on, device name, etc name",[27]
187,188,No I am speaking wrt Capability,speak wrt capability,2016-12-12 07:33:21,Divya-tfw,test_Appium,0,0,1,0,,[27]
188,189,Ok.. But I will add those capabilities from you as well and try.,add capabilities well try,2016-12-12 07:34:05,Rahul-Chulliparambil,test_Appium,0,0,1,0,,[27]
189,190,"url="" [<-LINK->] "";File app=new File(""path"");DesiredCapabilities capabilities=new DesiredCapabilities();capabilities.setCapability(""device"", ""Android"");capabilities.setCapability(""deviceName"", ""02157df2c1d35539"");capabilities.setCapability(""appPackage"",""com.celltrust.securesmsgen2"");capabilities.setCapability(""newCommandTimeout"", 120);capabilities.setCapability(""app"",app.getAbsolutePath()); [<-CODE->]",url file appnew filepathdesiredcapabilities capabilitiesnew desiredcapabilities android dfcd,2016-12-12 07:36:05,Divya-tfw,test_Appium,0,0,1,0,a file,[27]
190,191,try this it will work,try work,2016-12-12 07:36:15,Divya-tfw,test_Appium,0,0,1,0,try work,[27]
191,192,Divya-tfw: ok,divyatfw,2016-12-12 07:36:16,tekisrinivas20,test_Appium,1,0,0,0,,[27]
192,193,Thanks. Let me try.@Divya-tfw,thank let,2016-12-12 07:37:37,Rahul-Chulliparambil,test_Appium,1,0,0,0,,[27]
193,194,cool,cool,2016-12-12 07:37:50,Divya-tfw,test_Appium,0,0,1,0,,[27]
194,195,Divya-tfw: Are you starting Appium server through programitically or manual...,divyatfw start appium server programitically manual,2016-12-12 07:39:46,tekisrinivas20,test_Appium,1,0,0,0,"a start, appium server, appium start",[27]
195,196,Manually,manually,2016-12-12 07:39:59,Divya-tfw,test_Appium,0,0,1,0,,[27]
196,197,ok,,2016-12-12 07:40:07,tekisrinivas20,test_Appium,0,0,1,0,,[27]
197,198,Programtically was not working for me so I start manually,programtically work start manually,2016-12-12 07:40:13,Divya-tfw,test_Appium,0,0,1,0,manually start,[27]
198,199,that's what I am trying programitically not working..me also doing manually..,thats try programitically workingme manually,2016-12-12 07:41:09,tekisrinivas20,test_Appium,0,0,1,0,,[27]
199,200,Programtically is having two ways to launch,programtically two ways launch,2016-12-12 07:41:33,Divya-tfw,test_Appium,0,0,1,0,two ways,[27]
200,201,I tried but it dint worked,try dint work,2016-12-12 07:41:40,Divya-tfw,test_Appium,0,0,1,0,,[27]
201,202,Divya-tfw: What is the purpose of this line ?,divyatfw purpose line,2016-12-12 07:46:51,Rahul-Chulliparambil,test_Appium,1,0,0,1,,"[27, 28]"
202,203,"""com.celltrust.secureline.ui.view.celltrust.gui.activity.CTOnBoardingActivity"");",,2016-12-12 07:47:20,Rahul-Chulliparambil,test_Appium,0,0,1,1,,"[27, 28]"
203,204,When I am running my appium server finally i am getting this error:,run appium server finally get error,2016-12-12 07:58:06,Rahul-Chulliparambil,test_Appium,0,0,1,1,"a run, appium run, appium server, finally server","[27, 28]"
204,205,error: Could not pre-launch appium: Error: Permission to start activity denied.Appium server process ended,error prelaunch appium error permission start activity server process end,2016-12-12 07:58:08,Rahul-Chulliparambil,test_Appium,0,0,1,1,"a launch, a start, activity start, app launch, process server","[27, 28]"
205,206,"Hi guys, We have problem when try to run our test with appium behind our corporate proxy (In our own house runs ok). Do you have any idea how we can pass the proxy and no-proxy info to appium?",guy problem try run test appium behind corporate proxy house run idea pass proxy noproxy info appium,2016-12-12 16:49:42,jjimenezcapi,test_Appium,0,0,0,0,"appium behind, appium test, corporate proxy, i run, r y, run test",[]
206,207,I'm facing some problems while I'm using Appium with wd-bridge,face problems use appium wdbridge,2016-12-14 07:33:48,ZadaZady_twitter,test_Appium,0,0,0,1,appium use,[28]
207,208,I have this config file,config file,2016-12-14 07:33:54,ZadaZady_twitter,test_Appium,0,0,1,1,config file,[28]
208,209,"exports.config = { seleniumAddress: 'http://localhost:4723/wd/hub',specs: ['./tests/protractor/*_spec.js'],// Reference: https://github.com/appium/sample-code/blob/master/sample-code/examples/node/helpers/caps.js capabilities: { platformName: 'android', platformVersion: '6.0.1', deviceName: 'Samsung S6', browserName: """", autoWebview: true, //CHANGE THIS TO YOUR ABSOLUTE PATH app:'/Users/omar/apps/cwama-front-end/platforms/android/build/outputs/apk/android-armv7-debug.apk', newCommandTimeout: 60000}, baseUrl: 'http://10.0.2.2:8000',// configuring wd in onPrepare // wdBridge helps to bridge wd driver with other selenium clients // See https://github.com/sebv/wd-bridge/blob/master/README.md onPrepare: function () { var wd = require('wd'), protractor = require('protractor'), wdBridge = require('wd-bridge')(protractor, wd); wdBridge.initFromProtractor(exports.config); }};",seleniumaddress httplocalhostwdhub specs testsprotractor reference capabilities platformname android platformversion devicename samsung browsername autowebview true change absolute path appusersomarappscwamafrontendplatformsandroidbuildoutputsapk newcommandtimeout baseurl configure onprepare wdbridge help bridge driver selenium clients see onprepare function var requirewd protractor requireprotractor wdbridge requirewdbridgeprotractor,2016-12-14 07:33:58,ZadaZady_twitter,test_Appium,0,0,1,1,"a me, an me, clients selenium, device on, on see",[28]
209,210,"When I try to run protractor, it returns an errro",try run protractor return errro,2016-12-14 07:34:28,ZadaZady_twitter,test_Appium,0,0,1,1,"protractor run, r y",[28]
210,211,WebDriverError: No such context found.,webdrivererror context find,2016-12-14 07:34:50,ZadaZady_twitter,test_Appium,0,0,1,0,,[28]
211,212,From: Task: WebDriver.createSession(),task,2016-12-14 07:35:15,ZadaZady_twitter,test_Appium,0,0,1,0,,[28]
212,213,What would be the problem here?,problem,2016-12-14 07:35:28,ZadaZady_twitter,test_Appium,0,0,1,0,,[28]
213,214,"Hi everyone, i am trying to find a way to browse the UI tree/elements using Appium. On WebDriver i can navigate to the ""body"" element, and then use XPath ""*"" to list the immediate children of an element and in that way browse the tree.",everyone try find way browse treeelements use appium webdriver navigate body element use xpath list immediate children element way browse tree,2016-12-15 06:54:55,rasmus-toftdahl-olesen,test_Appium,0,0,0,0,"appium use, browse way, children immediate",[]
214,215,"Hi guys , Can any one tel me how to check contacts are in sorted order using Appium/Selenium",guy one tel check contact sort order use appiumselenium,2016-12-16 05:34:15,Divya-tfw,test_Appium,0,0,0,0,"appium use, one tel, r u",[29]
215,216,"Hi guys , Can any one tel me how to check contacts are in sorted order using Appium/Selenium",guy one tel check contact sort order use appiumselenium,2016-12-16 05:34:15,Divya-tfw,test_Appium,0,0,1,0,"appium use, one tel, r u","[29, 30]"
216,217,has anyone figured out scrolling in ios on appium 1.6.3,anyone figure scroll ios appium,2016-12-16 06:02:23,hardik-d,test_Appium,0,0,0,0,"appium ios, i scroll",[31]
217,218,i used to use touch_actions long_press method which is not yet implemented,use use touchactions longpress method yet implement,2016-12-16 06:02:39,hardik-d,test_Appium,0,0,1,0,"to use, touch use, touchaction use",[31]
218,219,"for now Appium::TouchAction.new.press(x: 100, y: 200).move_to(x: 100, y: -200).release.perform seems to be working to scroll up but if someone has a better way let me know",appium movetox seem work scroll better way let know,2016-12-16 06:07:21,hardik-d,test_Appium,0,0,1,0,"better way, let way",[31]
219,220,Divya-tfw: : First u have to collect all the contacts in an ArrayList. and compare if that array list is sorted.,divyatfw first collect contact arraylist compare array list sort,2016-12-16 07:03:49,pramodnaik,test_Appium,1,0,0,1,"a are, array list","[30, 32]"
220,221,Divya-tfw: : First u have to collect all the contacts in an ArrayList. and compare if that array list is sorted.,divyatfw first collect contact arraylist compare array list sort,2016-12-16 07:03:49,pramodnaik,test_Appium,0,0,1,1,"a are, array list","[30, 32]"
221,222,Divya-tfw: : Example for checking sortedboolean checkSorting(ArrayList< String > arraylist){boolean isSorted=true;for(int i=1;i < arraylist.size();i++){if(arraylist.get(i-1).compareTo(arraylist.get(i)) > 0){isSorted= false;break;}}return isSorted;},divyatfw example check sortedboolean checksortingarraylist arraylistboolean issortedtrueforint issorted falsebreakreturn issorted,2016-12-16 07:04:11,pramodnaik,test_Appium,0,0,1,1,"array list, check e","[30, 32]"
222,223,Divya-tfw: : Example for checking sortedboolean checkSorting(ArrayList< String > arraylist){boolean isSorted=true;for(int i=1;i < arraylist.size();i++){if(arraylist.get(i-1).compareTo(arraylist.get(i)) > 0){isSorted= false;break;}}return isSorted;},divyatfw example check sortedboolean checksortingarraylist arraylistboolean issortedtrueforint issorted falsebreakreturn issorted,2016-12-16 07:04:11,pramodnaik,test_Appium,0,0,1,1,"array list, check e","[30, 32]"
223,224,pramodnaik: : ok will try,pramodnaik try,2016-12-16 12:34:50,Divya-tfw,test_Appium,1,0,0,0,pramodnaik try,[30]
224,225,pramodnaik: : ok will try,pramodnaik try,2016-12-16 12:34:50,Divya-tfw,test_Appium,0,0,1,0,pramodnaik try,[30]
225,226,"To start the Appium server, the command is ""appium"" but what is the command to run a file against the server, ""something filename.js""? I'm a newbie to Appium",start appium server command appium command run file server something newbie appium,2016-12-16 14:00:32,lionel-pushios,test_Appium,0,0,0,0,"a newbie, a start, and app, and appium, and run, appium server, appium start",[32]
226,227,PeterGolf: hi all!Does any one have problems with finding elements in ios application with ios driver?appium version 1.6.3i can see element on screen of devicebut when i'm making getPageSource - cant find them,petergolf alldoes one problems find elements ios application ios driverappium version see element screen devicebut make getpagesource find,2016-12-16 15:17:51,PeterGolf,test_Appium,0,0,0,0,"appium version, application ios, driver ios, e fin, element find, element see, ios on, on see",[]
227,228,lionel-pushios: you'll want to make requests to the appium server. The easiest way to do this is with a webdriver client.,lionelpushios youll want make request appium server easiest way webdriver client,2016-12-16 21:57:31,kidmillions,test_Appium,1,0,0,0,"appium server, client webdriver, easiest way",[32]
228,229,"thanks@kidmillionsno I was having trouble to actually run a JavaScript file to utilize Apple's XCUITest framework, but I realize now I needed the xcuitest-driver and then I can just use the Mocha commands",trouble actually run javascript file utilize apples xcuitest framework realize need xcuitestdriver use mocha command,2016-12-16 22:23:25,lionel-pushios,test_Appium,1,0,0,0,"actually run, r u, r y",[32]
229,230,Hi any one can tell what are the mandatory capabilities for iOS to run on real device?,one tell mandatory capabilities ios run real device,2016-12-19 11:13:50,shabinmohan,test_Appium,0,0,0,0,"capabilities mandatory, device real, one tel",[33]
230,231,"you cannot test iOS app using windows, just on mac",test ios app use windows mac,2016-12-19 11:42:25,RatkoD,test_Appium,0,0,0,0,,[34]
231,232,you cannot do anything on Win for a iOS app,anything win ios app,2016-12-19 11:42:43,RatkoD,test_Appium,0,0,1,0,in ios,[34]
232,233,Exactly !,exactly,2016-12-19 11:42:58,shabinmohan,test_Appium,0,0,1,0,,"[33, 35]"
233,234,you cannot develop on other then Mac,develop mac,2016-12-19 11:43:04,RatkoD,test_Appium,0,0,1,0,,[34]
234,235,Hi I am gettting Test Failed while trying to launch the app,gettting test fail try launch app,2016-12-19 13:30:57,shabinmohan,test_Appium,0,0,1,1,"a launch, app launch","[35, 36]"
235,236,can any one help to fix,one help fix,2016-12-19 13:31:06,shabinmohan,test_Appium,0,0,1,1,help one,"[35, 36]"
236,237,below are the appium logs,appium log,2016-12-19 13:31:20,shabinmohan,test_Appium,0,0,1,1,appium log,"[35, 36]"
237,238,[Appium] Appium REST http interface listener started on 0.0.0.0:4723 [<-CODE->],appium appium rest http interface listener start,2016-12-19 13:31:21,shabinmohan,test_Appium,0,0,1,1,"http interface, interface listener","[35, 36]"
238,239,Sorry please find below full logs ignore the previous one,sorry please find full log ignore previous one,2016-12-19 13:35:02,shabinmohan,test_Appium,0,0,1,0,"e fin, find please, one previous",[35]
239,240,[Appium] Appium REST http interface listener started on 0.0.0.0:4723[<-CODE->],appium appium rest http interface listener start,2016-12-19 13:35:03,shabinmohan,test_Appium,0,0,1,0,"http interface, interface listener",[35]
240,241,Does anyone know how I can run my automation test on more then one device at one time? I am using Appium 1.5.x and Mocha.,anyone know run automation test one device one time use appium mocha,2016-12-20 18:25:29,blueice349,test_Appium,0,0,0,0,"a run, anyone know, appium use, automation test, device on, device one, know one, on test, one time",[36]
241,242,blueice349: You can try the AppiumTestDistribution framework from@saikrishna321 [<-LINK->],blueice try appiumtestdistribution framework,2016-12-21 09:09:16,RatkoD,test_Appium,1,0,0,0,a try,"[36, 37]"
242,243,"it works fine with android devices and ios until 9.x version, but I have troubles making it work with iOS 10, Appium 1.6.x and xCode 8.2",work fine android devices ios version trouble make work ios appium xcode,2016-12-21 09:11:02,RatkoD,test_Appium,0,0,1,0,"android device, android devices, appium ios, devices i, fine work, i work","[36, 38]"
243,244,is anyone else facing this issue: [<-ISSUE->],anyone else face issue,2016-12-22 20:00:45,hardik-d,test_Appium,0,0,0,0,anyone else,[]
244,245,Hello. Anyone know when Appium will support Xcode 8.2?,hello anyone know appium support xcode,2016-12-22 22:13:33,jfricker,test_Appium,0,0,0,0,"anyone know, appium now, appium support, know one",[]
245,246,it supports,support,2016-12-22 23:14:17,RatkoD,test_Appium,0,0,1,0,,"[37, 38]"
246,247,install appium 1.6.3,install appium,2016-12-22 23:14:28,RatkoD,test_Appium,0,0,1,0,appium install,"[37, 38]"
247,248,"I would like to know if there is something else on the market. I've asked previously in this chat about Hive CI, but there was no response.",like know something else market ive ask previously chat hive response,2016-12-23 12:06:36,RatkoD,test_Appium,0,0,1,0,else something,"[37, 38]"
248,249,RatkoD: Yes,ratkod yes,2016-12-23 12:09:09,shabinmohan,test_Appium,1,0,0,0,,"[37, 38]"
249,250,RatkoD: thank you!,ratkod thank,2016-12-23 15:09:31,jfricker,test_Appium,1,0,0,0,,"[37, 38]"
250,251,"I just downloaded the sample code for nodejs and ran the simple test, and got an error.Filed an issue 12 days ago here: appium/appium#7510I'm wondering if there's anything I'm missing?or should I just wait for someone to attend the issue on GH?",download sample code nodejs run simple test get issue days ago appiumappiumim wonder theres anything missingor wait attend issue,2016-12-24 16:18:56,goldylucks,test_Appium,0,0,0,0,"a it, ago days, at it, code sample, get i, simple test",[39]
251,252,"goldylucks: i saw your log, could please post your code",goldylucks saw log please post code,2016-12-24 16:36:33,mgmanikandan87,test_Appium,1,0,0,0,please post,[39]
252,253,thanks@mgmanikandan87the code is posted in the issue,code post issue,2016-12-24 16:53:56,goldylucks,test_Appium,1,0,0,0,,[39]
253,254,u want me to copy paste all of it here?,want copy paste,2016-12-24 16:54:18,goldylucks,test_Appium,0,0,1,0,copy paste,[39]
254,255,will b quite long ...,quite long,2016-12-24 16:54:22,goldylucks,test_Appium,0,0,1,0,long quite,[39]
255,256,is this android ?,android,2016-12-24 16:57:23,mgmanikandan87,test_Appium,0,0,1,0,,[39]
256,257,right ?,right,2016-12-24 16:57:26,mgmanikandan87,test_Appium,0,0,1,0,,[39]
257,258,"mgmanikandan87: yes, ATM it's only android",mgmanikandan yes atm android,2016-12-24 17:07:58,goldylucks,test_Appium,1,0,0,0,,[39]
258,259,"goldylucks: try adding appActivity and appWaitActivity capabilities, appium is clearly giving up after few tries to find element. What is happening during actual test run? is the app launched correctly?",goldylucks try add appactivity appwaitactivity capabilities appium clearly give try find element happen actual test run app launch correctly,2016-12-25 03:37:32,hardik-d,test_Appium,1,0,0,0,"a run, a try, actual test, app launch, element find, run test",[39]
259,260,I'm evaluating testing solutions and Appium seems great but there are a few things I haven't been able to figure out if it can do:,evaluate test solutions appium seem great things havent able figure,2016-12-26 17:36:16,mbuckbee,test_Appium,0,0,0,0,appium see,[40]
260,261,"Can any app in an emulator be scripted, or does it have to be one that you're developing yourself?",app emulator script one youre develop,2016-12-26 17:36:49,mbuckbee,test_Appium,0,0,1,0,,[40]
261,262,"Specifially, I'm trying to build a solution for testing how emails display in different email clients and would love to have an automated way to test against Apple Mail on iOS devices.",specifially try build solution test email display different email clients love automate way test apple mail ios devices,2016-12-26 17:37:52,mbuckbee,test_Appium,0,0,1,0,"clients email, different email, on test",[40]
262,263,,,2016-12-26 18:09:15,danhdungads,test_Appium,0,0,0,0,,[]
263,264,"mbuckbee: you can interact only with your app, no other app can be used during the test.",mbuckbee interact app app use test,2016-12-26 19:16:47,RatkoD,test_Appium,1,0,0,0,,[40]
264,265,RatkoD: I'm thinking that's some app restriction limitation and not specific to appium?,ratkod think thats app restriction limitation specific appium,2016-12-26 19:20:10,mbuckbee,test_Appium,1,0,0,0,"app restriction, limitation restriction, that think",[40]
265,266,the limitations come from apple,limitations come apple,2016-12-26 19:52:03,RatkoD,test_Appium,0,0,1,0,"a me, come limitations",[40]
266,267,"Yeah, that's what I figured.",thats figure,2016-12-26 19:52:13,mbuckbee,test_Appium,0,0,1,0,,[40]
267,268,"So, to do this I'd either need to do click/swipe from an OSX mac or jailbreak (which I was trying to avoid).",either need clickswipe osx mac jailbreak try avoid,2016-12-26 19:56:48,mbuckbee,test_Appium,0,0,1,0,"a try, either need",[40]
268,269,"I think there is no cure for this, it's simple, apple would not allow you to interact with other apps",think cure simple apple allow interact apps,2016-12-26 20:14:05,RatkoD,test_Appium,0,0,1,1,,"[40, 41]"
269,270,not iven with clicking on coordinates,iven click coordinate,2016-12-26 20:14:16,RatkoD,test_Appium,0,0,1,1,,"[40, 41]"
270,271,or anything,anything,2016-12-26 20:14:19,RatkoD,test_Appium,0,0,1,1,,"[40, 41]"
271,272,I don't know how jailbraking will help here,dont know jailbraking help,2016-12-26 20:14:32,RatkoD,test_Appium,0,0,1,1,dont know,"[40, 41]"
272,273,RatkoD: I found a couple listed solutions that were:,ratkod find couple list solutions,2016-12-26 20:20:21,mbuckbee,test_Appium,1,0,0,1,,"[40, 41]"
273,274,Jailbreak the device,jailbreak device,2016-12-26 20:20:29,mbuckbee,test_Appium,0,0,1,1,,"[40, 41]"
274,275,Install a VNC client on the device,install vnc client device,2016-12-26 20:20:35,mbuckbee,test_Appium,0,0,1,1,,"[40, 41]"
275,276,User our library to remotely run commands against the device,user library remotely run command device,2016-12-26 20:20:54,mbuckbee,test_Appium,0,0,1,1,"and device, r y, remotely run","[40, 41]"
276,277,mbuckbee: also does not know how to do numbering in Gitter apparently,mbuckbee know number gitter apparently,2016-12-26 20:21:21,mbuckbee,test_Appium,0,0,1,0,,[40]
277,278,"Hello All,",hello,2016-12-27 05:19:20,ajit-jadhav,test_Appium,0,0,0,0,,[41]
278,279,Is there any best tool to inspect native android UI ?,best tool inspect native android,2016-12-27 05:19:40,ajit-jadhav,test_Appium,0,0,1,0,"a native, an native, android native, best tool, inspect native",[41]
279,280,other than UI Automator viewer and Appium inspector.,automator viewer appium inspector,2016-12-27 05:19:57,ajit-jadhav,test_Appium,0,0,1,0,"appium in, i m",[41]
280,281,"Hi guys, wanted to know how to download appium 1.6 dmg file . Please help",guy want know download appium dmg file please help,2016-12-27 08:50:04,AbhilashC,test_Appium,0,0,0,0,"a download, appium download, dmg file, help please",[]
281,282,"I'm using appium and the ms WinAppDriver to ui test my universal windows apps. How can I register my apps on my build server (win10) so on the buildserver, things are getting registered in a way, so that appium can run it?",use appium winappdriver test universal windows apps register apps build server win buildserver things get register way appium run,2016-12-27 11:47:07,mterwoord,test_Appium,0,0,0,0,"a way, appium run, appium use, apps windows, build server, universal windows",[]
282,283,good morning,good morning,2016-12-28 12:25:44,vfennerac,test_Appium,0,0,0,1,good morning,[42]
283,284,I am getting this error running appium: [XCUITest] Error: xcodebuild failed with code 65,get error run appium xcuitest error xcodebuild fail code,2016-12-28 12:26:30,vfennerac,test_Appium,0,0,1,1,"a run, appium run",[42]
284,285,"[Xcode] Signing for ""WebDriverAgentRunner"" requires a development team. Select a development team in the project editor.Code signing is required for product type 'UI Testing Bundle' in SDK 'iOS 10.2'",xcode sign webdriveragentrunner require development team select development team project sign require product type test bundle sdk ios,2016-12-28 12:26:36,vfennerac,test_Appium,0,0,1,1,"development team, product type",[42]
285,286,already tried this solution: [<-LINK->],already try solution,2016-12-28 12:26:51,vfennerac,test_Appium,0,0,1,1,,[42]
286,287,Hi @ vfennerac,vfennerac,2016-12-28 12:27:39,Dineshk1,test_Appium,1,0,0,0,,[42]
287,288,vfennerac: : I believe [<-LINK->] this would help,vfennerac believe help,2016-12-28 12:28:13,Dineshk1,test_Appium,0,0,1,0,,[42]
288,289,for real devices,real devices,2016-12-28 12:28:18,Dineshk1,test_Appium,0,0,1,0,"device real, devices real",[42]
289,290,vfennerac: [<-LINK->],vfennerac,2016-12-28 12:30:03,mgmanikandan87,test_Appium,1,0,0,0,,[42]
290,291,its kinda weird that we need team id and profile just to run browser tests,kinda weird need team profile run browser test,2016-12-28 12:30:49,vfennerac,test_Appium,0,0,1,1,"browser run, kinda weird, need team","[42, 43]"
291,292,"thanks for the link and vid, will give it a try",thank link vid give try,2016-12-28 12:31:05,vfennerac,test_Appium,0,0,1,1,,"[42, 43]"
292,293,what if I don't have a team do give to appium?,dont team give appium,2016-12-28 12:38:50,vfennerac,test_Appium,0,0,1,1,,"[42, 43]"
293,294,all I want to do is automated browser testing on the iphone,want automate browser test iphone,2016-12-28 12:39:05,vfennerac,test_Appium,0,0,1,1,,"[42, 43]"
294,295,"Well, you should ask Apple for the logic. Their idea is that you need to pay for a dev account, you cannot develop without dev account, since you develop, you need to test the app, so for testing you need dev account.",well ask apple logic idea need pay dev account develop without dev account since develop need test app test need dev account,2016-12-28 12:53:33,RatkoD,test_Appium,0,0,0,0,"a dev, a need, account dev, as well, dev need, dev without, develop without",[]
295,296,"String arr[]={""x"",""y"",""z""};String arr1[]={""321"",""324"",""123""}; [<-CODE->]",string arrx zstring arr,2016-12-29 08:51:16,prabudakshan,test_Appium,0,0,0,1,,[43]
296,297,Above is my code when the app is logged in successfully on the when the loop runs on third time im getting An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information),code app log successfully loop run third time get element locate page use give search parameters warn server provide stacktrace information,2016-12-29 08:52:11,prabudakshan,test_Appium,0,0,1,1,"information stacktrace, parameters search, third time",[43]
297,298,Instead of showing logged in successfully,instead show log successfully,2016-12-29 08:52:22,prabudakshan,test_Appium,0,0,1,1,,[43]
298,299,Can some one help where did i missed something?,one help miss something,2016-12-29 08:52:41,prabudakshan,test_Appium,0,0,1,1,"help m, help one",[43]
299,300,"app is successfully logged in but im getting this error message.."" An element could not be located on the page using the given search parameters. (WARNING: The server did not provide any stacktrace information)""",app successfully log get error message element locate page use give search parameters warn server provide stacktrace information,2016-12-29 08:54:27,prabudakshan,test_Appium,0,0,1,0,"app successfully, error message, information stacktrace, me r, parameters search",[43]
300,301,prabudakshan: appium log ?,prabudakshan appium log,2016-12-29 09:05:56,mgmanikandan87,test_Appium,1,0,0,0,"an appium, appium log",[43]
