chatroom,group,html,id,issues,mentions,sent,text,urls,username
24pullrequests/24pullrequests,Ruby,we&#39;ll do codebar in the morning and go to the park in the afternoon,547f50383c7d9a685937bb15,,,2014-12-03T18:02:32.708Z,we'll do codebar in the morning and go to the park in the afternoon,,andrew
24pullrequests/24pullrequests,Ruby,Sweet ,547f50663214a9bf2b428d3e,,,2014-12-03T18:03:18.164Z,Sweet ,,orliesaurus
24pullrequests/24pullrequests,Ruby,"3 days, 3 PR, so far so good :D",547fa78f3214a9bf2b429737,,,2014-12-04T00:15:11.359Z,"3 days, 3 PR, so far so good :D",,luanmuniz
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""luanmuniz"" class=""mention"">@luanmuniz</span> good job :+1: ",547fa7eb3c7d9a685937c498,,luanmuniz,2014-12-04T00:16:43.412Z,@luanmuniz good job :+1: ,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""luanmuniz"" class=""mention"">@luanmuniz</span> good to have some of the oldschool contributors all over it!",547fa80b63d7144c60c96d12,,luanmuniz,2014-12-04T00:17:15.565Z,@luanmuniz good to have some of the oldschool contributors all over it!,,barisbalic
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> <span data-link-type=""mention"" data-screen-name=""arthurnn"" class=""mention"">@arthurnn</span> did anyone order any stickers? ",547fbbe03c7d9a685937c610,,"andrew, arthurnn",2014-12-04T01:41:52.645Z,#NAME?,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""danbartlett"" class=""mention"">@danbartlett</span> i was having a look at issuehub, the <code>beginner</code> label is more common than <code>beginners</code> <a href=""http://issuehub.io/?label%5B%5D=beginner"" rel=""nofollow"" target=""_blank"" class=""link"">http://issuehub.io/?label%5B%5D=beginner</a> vs <a href=""http://issuehub.io/?label%5B%5D=beginners"" rel=""nofollow"" target=""_blank"" class=""link"">http://issuehub.io/?label%5B%5D=beginners</a> - maybe you want to change your labels to that",547fc5883c7d9a685937c6de,,danbartlett,2014-12-04T02:23:04.441Z,"@danbartlett i was having a look at issuehub, the `beginner` label is more common than `beginners` http://issuehub.io/?label%5B%5D=beginner vs http://issuehub.io/?label%5B%5D=beginners - maybe you want to change your labels to that","http://issuehub.io/?label%5B%5D=beginner, http://issuehub.io/?label%5B%5D=beginners",despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> good spot thanks, i&#39;ll update them now",54801dc86bb3149254911d44,,despo,2014-12-04T08:39:36.306Z,"@despo good spot thanks, i'll update them now",,danbartlett
24pullrequests/24pullrequests,Ruby,Morning!,548022303c7d9a685937cf04,,,2014-12-04T08:58:24.927Z,Morning!,,andrew
24pullrequests/24pullrequests,Ruby,how doo!,548033503214a9bf2b42a2f9,,,2014-12-04T10:11:28.012Z,how doo!,,olizilla
24pullrequests/24pullrequests,Ruby,Ayo.,54803528a1e606fe0c882da5,,,2014-12-04T10:19:20.444Z,Ayo.,,barisbalic
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> have you run the <code>map_labels_from_github_issues</code>/do you run it regularly? Was thinking to add it to the scheduler/once a day",54804f566bb3149254912151,,andrew,2014-12-04T12:11:02.651Z,@andrew have you run the `map_labels_from_github_issues`/do you run it regularly? Was thinking to add it to the scheduler/once a day,,despo
24pullrequests/24pullrequests,Ruby,I have not,54804f9e6bb3149254912157,,,2014-12-04T12:12:14.125Z,I have not,,andrew
24pullrequests/24pullrequests,Ruby,yeah add it to the schudler ,54804fa86bb3149254912159,,,2014-12-04T12:12:24.396Z,yeah add it to the schudler ,,andrew
24pullrequests/24pullrequests,Ruby,shed-u-lar,54804faf3214a9bf2b42a4cc,,,2014-12-04T12:12:31.413Z,shed-u-lar,,andrew
24pullrequests/24pullrequests,Ruby,ok!,54804fb46bb314925491215b,,,2014-12-04T12:12:36.785Z,ok!,,despo
24pullrequests/24pullrequests,Ruby,Lauren is looking forward to codebar,54804fde3c7d9a685937d2f7,,,2014-12-04T12:13:18.183Z,Lauren is looking forward to codebar,,andrew
24pullrequests/24pullrequests,Ruby,depending on the weather we might stay all day,54804fe73c7d9a685937d2f9,,,2014-12-04T12:13:27.704Z,depending on the weather we might stay all day,,andrew
24pullrequests/24pullrequests,Ruby,but felix will need some excercise ,54804fee3c7d9a685937d2fa,,,2014-12-04T12:13:34.481Z,but felix will need some excercise ,,andrew
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""barisbalic"" class=""mention"">@barisbalic</span> know any dog friendly places to eat near GC office?",54804ff93214a9bf2b42a4d8,,barisbalic,2014-12-04T12:13:45.167Z,#NAME?,,andrew
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> there is a good chance that erica would take him for a walk",54805000a1e606fe0c882dd9,,andrew,2014-12-04T12:13:52.027Z,#NAME?,,barisbalic
24pullrequests/24pullrequests,Ruby,if you wanted,5480500163d7144c60c96d9b,,,2014-12-04T12:13:53.819Z,if you wanted,,barisbalic
24pullrequests/24pullrequests,Ruby,There is a coffee shop on the same road with a bowl of dog biscuits,5480500ea1e606fe0c882ddb,,,2014-12-04T12:14:06.399Z,There is a coffee shop on the same road with a bowl of dog biscuits,,barisbalic
24pullrequests/24pullrequests,Ruby,and regularly has dogs sat in it,5480501263d7144c60c96d9c,,,2014-12-04T12:14:10.801Z,and regularly has dogs sat in it,,barisbalic
24pullrequests/24pullrequests,Ruby,The food is average,5480501aee2342fd7dd82752,,,2014-12-04T12:14:18.048Z,The food is average,,barisbalic
24pullrequests/24pullrequests,Ruby,Coffee is good,5480501cee2342fd7dd82753,,,2014-12-04T12:14:20.467Z,Coffee is good,,barisbalic
24pullrequests/24pullrequests,Ruby,Lots of pubs are dog friendly,548050353214a9bf2b42a4df,,,2014-12-04T12:14:45.525Z,Lots of pubs are dog friendly,,andrew
24pullrequests/24pullrequests,Ruby,Yeah but I dont know which ones are good,54805054ee2342fd7dd82754,,,2014-12-04T12:15:16.334Z,Yeah but I dont know which ones are good,,barisbalic
24pullrequests/24pullrequests,Ruby,I can ask around,54805058ee2342fd7dd82755,,,2014-12-04T12:15:20.895Z,I can ask around,,barisbalic
24pullrequests/24pullrequests,Ruby,good plan,548050673214a9bf2b42a4e2,,,2014-12-04T12:15:35.580Z,good plan,,andrew
24pullrequests/24pullrequests,Ruby,felix loves some open source,548050863214a9bf2b42a4e4,,,2014-12-04T12:16:06.421Z,felix loves some open source,,andrew
24pullrequests/24pullrequests,Ruby,I would bring Akira but pretty sure she would spend the day begging for food and annoying people :),548064786bb314925491230b,,,2014-12-04T13:41:12.071Z,I would bring Akira but pretty sure she would spend the day begging for food and annoying people :),,despo
24pullrequests/24pullrequests,Ruby,that too would be awesome,548064b0a1e606fe0c882e07,,,2014-12-04T13:42:08.264Z,that too would be awesome,,barisbalic
24pullrequests/24pullrequests,Ruby,I can bring some dog biscuits,548064b7a1e606fe0c882e08,,,2014-12-04T13:42:15.982Z,I can bring some dog biscuits,,barisbalic
24pullrequests/24pullrequests,Ruby,"Let me see, might be able to get Stuart to bring her/pick her up for a bit",548064bc3c7d9a685937d49a,,,2014-12-04T13:42:20.195Z,"Let me see, might be able to get Stuart to bring her/pick her up for a bit",,despo
24pullrequests/24pullrequests,Ruby,Be nice to meet him,548064c2ee2342fd7dd82789,,,2014-12-04T13:42:26.444Z,Be nice to meet him,,barisbalic
24pullrequests/24pullrequests,Ruby,"If we run a haskell workshop, it will be easier lol",548064db3c7d9a685937d49c,,,2014-12-04T13:42:51.099Z,"If we run a haskell workshop, it will be easier lol",,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> do you have anything in mind for this? <span data-link-type=""issue"" data-issue=""1"" data-issue-repo=""24pullrequests/dashboard"" class=""issue"">24pullrequests/dashboard#1</span>",548064e33c7d9a685937d49d,1,andrew,2014-12-04T13:42:59.513Z,@andrew do you have anything in mind for this? https://github.com/24pullrequests/dashboard/issues/1,,despo
24pullrequests/24pullrequests,Ruby,Nom,548065733c7d9a685937d4a6,,,2014-12-04T13:45:23.513Z,Nom,,andrew
24pullrequests/24pullrequests,Ruby,Looks good,5480659d3214a9bf2b42a683,,,2014-12-04T13:46:05.767Z,Looks good,,andrew
24pullrequests/24pullrequests,Ruby,so far I&#39;m staying a day ahead.  Lets see how long I can keep that up,54806a056bb3149254912373,,,2014-12-04T14:04:53.096Z,so far I'm staying a day ahead.  Lets see how long I can keep that up,,navarr
24pullrequests/24pullrequests,Ruby,can anyone suggest a c# repo for someone who is still aaround junior level without that much time on their hands?,548081ab3c7d9a685937d860,,,2014-12-04T15:45:47.517Z,can anyone suggest a c# repo for someone who is still aaround junior level without that much time on their hands?,,M-Zuber
24pullrequests/24pullrequests,Ruby,"i would really love to participate, but I havent found anything....",548081b96bb3149254912722,,,2014-12-04T15:46:01.227Z,"i would really love to participate, but I havent found anything....",,M-Zuber
24pullrequests/24pullrequests,Ruby,Maybe we can do some calls on twitter to encourage people to label things. #beginner etc,54808beb3214a9bf2b42ac9d,,,2014-12-04T16:29:31.536Z,Maybe we can do some calls on twitter to encourage people to label things. #beginner etc,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""andrew"" class=""mention"">@andrew</span> what do you think?",54808bf16bb3149254912913,,andrew,2014-12-04T16:29:37.764Z,#NAME?,,despo
24pullrequests/24pullrequests,Ruby,"Yeah, I&#39;m at the vets right now, sounds good though",54808c396bb314925491291e,,,2014-12-04T16:30:49.456Z,"Yeah, I'm at the vets right now, sounds good though",,andrew
24pullrequests/24pullrequests,Ruby,Hi! Is there any way to make the &quot;Tweet about your gift!&quot; checkbox actually work when assigning a PR to a date?,548090e96bb3149254912a17,,,2014-12-04T16:50:49.813Z,"Hi! Is there any way to make the ""Tweet about your gift!"" checkbox actually work when assigning a PR to a date?",,bkimminich
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""bkimminich"" class=""mention"">@bkimminich</span> hello. There is an open issue about it <span data-link-type=""issue"" data-issue=""724"" data-issue-repo=""24pullrequests/24pullrequests"" class=""issue"">24pullrequests/24pullrequests#724</span> - hopefully it will be picked up soon",548091196bb3149254912a26,724,bkimminich,2014-12-04T16:51:37.220Z,@bkimminich hello. There is an open issue about it https://github.com/24pullrequests/24pullrequests/issues/724 - hopefully it will be picked up soon,,despo
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""despo"" class=""mention"">@despo</span> ah, ok. thanks!",5480915b3214a9bf2b42adaa,,despo,2014-12-04T16:52:43.061Z,"@despo ah, ok. thanks!",,bkimminich
24pullrequests/24pullrequests,Ruby,is the site down?,5480ac036bb3149254912e4c,,,2014-12-04T18:46:27.000Z,is the site down?,,steverob
24pullrequests/24pullrequests,Ruby,Heroku says its offline for maintenance.,5480ac056bb3149254912e4e,,,2014-12-04T18:46:29.734Z,Heroku says its offline for maintenance.,,steverob
24pullrequests/24pullrequests,Ruby,I just deployed.,5480ac0c3c7d9a685937df78,,,2014-12-04T18:46:36.346Z,I just deployed.,,despo
24pullrequests/24pullrequests,Ruby,Oh!,5480ac426bb3149254912e57,,,2014-12-04T18:47:30.064Z,Oh!,,steverob
24pullrequests/24pullrequests,Ruby,Makes sense.. :worried: ,5480ac4e3c7d9a685937df80,,,2014-12-04T18:47:42.530Z,Makes sense.. :worried: ,,steverob
24pullrequests/24pullrequests,Ruby,Good night folks! :sleeping: ,5480bb6e6bb3149254913070,,,2014-12-04T19:52:14.246Z,Good night folks! :sleeping: ,,steverob
24pullrequests/24pullrequests,Ruby,"Having my first experience setting up a gem as an executable. I&#39;d like the run the gem in a rails project directory, and for it to parse the Gemfile. How do I get the gem to search the directory from which I call the gem (/home/dan/projects/cool_project), NOT the directory the gem is installed into (e.g. /users/dan/.rbenv/version/blah/gem/)?",5480c2b66bb314925491318c,,,2014-12-04T20:23:18.431Z,"Having my first experience setting up a gem as an executable. I'd like the run the gem in a rails project directory, and for it to parse the Gemfile. How do I get the gem to search the directory from which I call the gem (/home/dan/projects/cool_project), NOT the directory the gem is installed into (e.g. /users/dan/.rbenv/version/blah/gem/)?",,danbartlett
24pullrequests/24pullrequests,Ruby,"everything seems to be relative to the directory the installed gem is running in. I&#39;m guessing i might have to pass a path in as an argument, but it would be much nicer to just be able to run it, and for it to find a Gemfile in the current directory",5480c2f26bb3149254913198,,,2014-12-04T20:24:18.437Z,"everything seems to be relative to the directory the installed gem is running in. I'm guessing i might have to pass a path in as an argument, but it would be much nicer to just be able to run it, and for it to find a Gemfile in the current directory",,danbartlett
24pullrequests/24pullrequests,Ruby,"i have a feeling this should be simple, but no google joy so far",5480c3233c7d9a685937e2c9,,,2014-12-04T20:25:07.780Z,"i have a feeling this should be simple, but no google joy so far",,danbartlett
24pullrequests/24pullrequests,Ruby,"I have experienced that before, will need to get my laptop tho",5480c3373c7d9a685937e2ce,,,2014-12-04T20:25:27.332Z,"I have experienced that before, will need to get my laptop tho",,andrew
24pullrequests/24pullrequests,Ruby,gimme 5 mins,5480c33f3214a9bf2b42b4ad,,,2014-12-04T20:25:35.537Z,gimme 5 mins,,andrew
24pullrequests/24pullrequests,Ruby,:+1: ,5480c40b6bb31492549131d5,,,2014-12-04T20:28:59.424Z,:+1: ,,danbartlett
24pullrequests/24pullrequests,Ruby,can hear the :rat:&#39;s in my wall...,5480c4d26bb31492549131ec,,,2014-12-04T20:32:18.785Z,can hear the :rat:'s in my wall...,,danbartlett
24pullrequests/24pullrequests,Ruby,quite un-nerving hearing them scuffle about so much but never seeing them,5480c4eb6bb31492549131ee,,,2014-12-04T20:32:43.401Z,quite un-nerving hearing them scuffle about so much but never seeing them,,danbartlett
24pullrequests/24pullrequests,Ruby,Dir.pwd ,5480c4eb6bb31492549131ef,,,2014-12-04T20:32:43.792Z,Dir.pwd ,,andrew
24pullrequests/24pullrequests,Ruby,"oh, I found that and had decided it wasn&#39;t the right fit. let me try properly",5480c5063c7d9a685937e30d,,,2014-12-04T20:33:10.215Z,"oh, I found that and had decided it wasn't the right fit. let me try properly",,danbartlett
24pullrequests/24pullrequests,Ruby,<code>File.dirname(__FILE__)</code> gives you the path to the current file,5480c5383214a9bf2b42b4ec,,,2014-12-04T20:34:00.505Z,`File.dirname(__FILE__)` gives you the path to the current file,,andrew
24pullrequests/24pullrequests,Ruby,which is where your gem is,5480c53d6bb31492549131f8,,,2014-12-04T20:34:05.388Z,which is where your gem is,,andrew
24pullrequests/24pullrequests,Ruby,"ah yeah, <code>Dir.pwd</code> does it",5480c55f3214a9bf2b42b4ef,,,2014-12-04T20:34:39.555Z,"ah yeah, `Dir.pwd` does it",,danbartlett
24pullrequests/24pullrequests,Ruby,thanks,5480c5613c7d9a685937e315,,,2014-12-04T20:34:41.314Z,thanks,,danbartlett
24pullrequests/24pullrequests,Ruby,How&#39;s felix doing?,5480c56f3214a9bf2b42b4f2,,,2014-12-04T20:34:55.402Z,How's felix doing?,,danbartlett
24pullrequests/24pullrequests,Ruby,He&#39;s got a gut infection,5480c57f3214a9bf2b42b4f8,,,2014-12-04T20:35:11.598Z,He's got a gut infection,,andrew
24pullrequests/24pullrequests,Ruby,got some drugs and some senstive food,5480c5883214a9bf2b42b4fa,,,2014-12-04T20:35:20.473Z,got some drugs and some senstive food,,andrew
24pullrequests/24pullrequests,Ruby,yeah i saw in slack,5480c58e3214a9bf2b42b4fe,,,2014-12-04T20:35:26.959Z,yeah i saw in slack,,danbartlett
24pullrequests/24pullrequests,Ruby,drugged up poodle,5480c5926bb31492549131fd,,,2014-12-04T20:35:30.460Z,drugged up poodle,,danbartlett
24pullrequests/24pullrequests,Ruby,sounds like a bandname,5480c5993c7d9a685937e31b,,,2014-12-04T20:35:37.544Z,sounds like a bandname,,danbartlett
24pullrequests/24pullrequests,Ruby,:pill: :point_up: :poodle: ,5480c5fe3c7d9a685937e325,,,2014-12-04T20:37:18.771Z,:pill: :point_up: :poodle: ,,andrew
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""danbartlett"" class=""mention"">@danbartlett</span> is there a version of gratitude I can try out yet?",5480c6db3c7d9a685937e337,,danbartlett,2014-12-04T20:40:59.595Z,#NAME?,,andrew
24pullrequests/24pullrequests,Ruby,haha,5480c7853214a9bf2b42b52d,,,2014-12-04T20:43:49.431Z,haha,,danbartlett
24pullrequests/24pullrequests,Ruby,well you can just download gem-gratitude.rb and run it in a directory that has a Gemfile,5480c79b3c7d9a685937e34a,,,2014-12-04T20:44:11.536Z,well you can just download gem-gratitude.rb and run it in a directory that has a Gemfile,,danbartlett
24pullrequests/24pullrequests,Ruby,that will spit out giveback.html which is working well,5480c7b13214a9bf2b42b530,,,2014-12-04T20:44:33.115Z,that will spit out giveback.html which is working well,,danbartlett
24pullrequests/24pullrequests,Ruby,ah yeah,5480c7b46bb3149254913237,,,2014-12-04T20:44:36.982Z,ah yeah,,andrew
24pullrequests/24pullrequests,Ruby,imagine having a link in a projects readme that says &quot;help out with issues on dependencies for this project&quot;,5480c7f43c7d9a685937e356,,,2014-12-04T20:45:40.490Z,"imagine having a link in a projects readme that says ""help out with issues on dependencies for this project""",,andrew
24pullrequests/24pullrequests,Ruby,"oh yeah, cool",5480c8086bb314925491323a,,,2014-12-04T20:46:00.271Z,"oh yeah, cool",,danbartlett
24pullrequests/24pullrequests,Ruby,there are a quite a few different use cases,5480c8183214a9bf2b42b53f,,,2014-12-04T20:46:16.290Z,there are a quite a few different use cases,,danbartlett
24pullrequests/24pullrequests,Ruby,that&#39;s a nice one that could be incorporated very easily to any project readme,5480c82a6bb314925491323d,,,2014-12-04T20:46:34.165Z,that's a nice one that could be incorporated very easily to any project readme,,danbartlett
24pullrequests/24pullrequests,Ruby,"with a little badge from <a href=""http://badges.io/"" rel=""nofollow"" target=""_blank"" class=""link"">http://badges.io/</a>",5480c84a3214a9bf2b42b541,,,2014-12-04T20:47:06.972Z,with a little badge from http://badges.io/,http://badges.io/,andrew
24pullrequests/24pullrequests,Ruby,feel free to play with. all i&#39;m doing right now is putting it into a gem so I can run <code>gem-gratitude</code> in a project dir,5480c8593c7d9a685937e366,,,2014-12-04T20:47:21.754Z,feel free to play with. all i'm doing right now is putting it into a gem so I can run `gem-gratitude` in a project dir,,danbartlett
24pullrequests/24pullrequests,Ruby,yeah,5480c85c3c7d9a685937e368,,,2014-12-04T20:47:24.438Z,yeah,,danbartlett
24pullrequests/24pullrequests,Ruby,"wondering if there&#39;s a system/browser agnostic way of firing up a web browser, rather than the user having to run another command to open the generated html file",5480c87e3214a9bf2b42b545,,,2014-12-04T20:47:58.903Z,"wondering if there's a system/browser agnostic way of firing up a web browser, rather than the user having to run another command to open the generated html file",,danbartlett
24pullrequests/24pullrequests,Ruby,<code>open index.html</code>?,5480c8d23214a9bf2b42b550,,,2014-12-04T20:49:22.870Z,`open index.html`?,,andrew
24pullrequests/24pullrequests,Ruby,well... yes,5480c8f03214a9bf2b42b552,,,2014-12-04T20:49:52.085Z,well... yes,,danbartlett
24pullrequests/24pullrequests,Ruby,"been doing web dev for too long, forgotten how to open real files",5480c93a6bb3149254913260,,,2014-12-04T20:51:06.750Z,"been doing web dev for too long, forgotten how to open real files",,danbartlett
24pullrequests/24pullrequests,Ruby,the web is our operating system,5480c95b6bb3149254913265,,,2014-12-04T20:51:39.825Z,the web is our operating system,,andrew
24pullrequests/24pullrequests,Ruby,"<span data-link-type=""mention"" data-screen-name=""danbartlett"" class=""mention"">@danbartlett</span> the opensit repo is pretty big!",5480ca856bb3149254913290,,danbartlett,2014-12-04T20:56:37.772Z,@danbartlett the opensit repo is pretty big!,,andrew
24pullrequests/24pullrequests,Ruby,yeah..,5480ca956bb3149254913293,,,2014-12-04T20:56:53.718Z,yeah..,,danbartlett
24pullrequests/24pullrequests,Ruby,been going a while,5480ca9b3c7d9a685937e3ab,,,2014-12-04T20:56:59.183Z,been going a while,,danbartlett
24pullrequests/24pullrequests,Ruby,just about to send you a pr,5480caad6bb3149254913295,,,2014-12-04T20:57:17.099Z,just about to send you a pr,,andrew
24pullrequests/24pullrequests,Ruby,awesome :),5480cae76bb314925491329e,,,2014-12-04T20:58:15.551Z,awesome :),,danbartlett
24pullrequests/24pullrequests,Ruby,"urgh, internet so terrible right now, script is failing due to not being able to lookup github.com ----<strong><strong>_</strong></strong>-----",5480cb266bb31492549132a4,,,2014-12-04T20:59:18.682Z,"urgh, internet so terrible right now, script is failing due to not being able to lookup github.com ----_________-----",,danbartlett
24pullrequests/24pullrequests,Ruby,:/,5480cc846bb31492549132da,,,2014-12-04T21:05:08.957Z,:/,,andrew
24pullrequests/24pullrequests,Ruby,mine is pretty slow too,5480cc8f3214a9bf2b42b5d7,,,2014-12-04T21:05:19.781Z,mine is pretty slow too,,andrew
24pullrequests/24pullrequests,Ruby,bt internet is shocking,5480cc973214a9bf2b42b5d9,,,2014-12-04T21:05:27.075Z,bt internet is shocking,,andrew
24pullrequests/24pullrequests,Ruby,yeah,5480ccee3c7d9a685937e401,,,2014-12-04T21:06:54.260Z,yeah,,danbartlett
24pullrequests/24pullrequests,Ruby,"btw if you have tests failing at the end of your PR, worry not. there are a few broken atm while I try and finish off the new privacy settings stuff. will fix them all up again then",5480cd0b3c7d9a685937e403,,,2014-12-04T21:07:23.565Z,"btw if you have tests failing at the end of your PR, worry not. there are a few broken atm while I try and finish off the new privacy settings stuff. will fix them all up again then",,danbartlett
24pullrequests/24pullrequests,Ruby,still bundle installing,5480cda23c7d9a685937e41d,,,2014-12-04T21:09:54.283Z,still bundle installing,,andrew
24pullrequests/24pullrequests,Ruby,"Second project (for this year 24PR) that my PR is remove jQuery as dependence,. im getting good at it \o/",548106963214a9bf2b42bcd4,,,2014-12-05T01:12:54.335Z,"Second project (for this year 24PR) that my PR is remove jQuery as dependence,. im getting good at it \o/",,luanmuniz
24pullrequests/24pullrequests,Ruby,This thing is great,54810c586bb3149254913aad,,,2014-12-05T01:37:28.494Z,This thing is great,,anubiann00b
24pullrequests/24pullrequests,Ruby,I found some awesome projects to work on! Thanks!,54810c666bb3149254913aae,,,2014-12-05T01:37:42.635Z,I found some awesome projects to work on! Thanks!,,anubiann00b
24pullrequests/24pullrequests,Ruby,:),54810fa0d61c2ec76a5cab35,,,2014-12-05T01:51:28.114Z,:),,barisbalic
24pullrequests/24pullrequests,Ruby,:heart:,54810ff26bb3149254913b10,,,2014-12-05T01:52:50.994Z,:heart:,,anubiann00b
24pullrequests/24pullrequests,Ruby,mornin&#39;,548175de3214a9bf2b42c424,,,2014-12-05T09:07:42.709Z,mornin',,danbartlett
24pullrequests/24pullrequests,Ruby,Yo,5481796a3c7d9a685937f2ec,,,2014-12-05T09:22:50.355Z,Yo,,andrew
24pullrequests/24pullrequests,Ruby,woke up to 3 PR emails for opensit this morning :) the two you submitted + another one from a first timer,548179c13c7d9a685937f2f5,,,2014-12-05T09:24:17.799Z,woke up to 3 PR emails for opensit this morning :) the two you submitted + another one from a first timer,,danbartlett
24pullrequests/24pullrequests,Ruby,"are we the only two people in the UK? it seems everyone talks when I&#39;m not here. that, or I just smell",54817a0a6bb31492549141fc,,,2014-12-05T09:25:30.632Z,"are we the only two people in the UK? it seems everyone talks when I'm not here. that, or I just smell",,danbartlett
24pullrequests/24pullrequests,Ruby,Everyone else gets up later,54817a3c6bb3149254914206,,,2014-12-05T09:26:20.138Z,Everyone else gets up later,,andrew
24pullrequests/24pullrequests,Ruby,despo and Baris are uk,54817a433214a9bf2b42c497,,,2014-12-05T09:26:27.604Z,despo and Baris are uk,,andrew
24pullrequests/24pullrequests,Ruby,ah ok,54817a503214a9bf2b42c499,,,2014-12-05T09:26:40.990Z,ah ok,,danbartlett
24pullrequests/24pullrequests,Ruby,<em>rings wake up bell</em>,54817a543c7d9a685937f303,,,2014-12-05T09:26:44.286Z,*rings wake up bell*,,danbartlett
24pullrequests/24pullrequests,Ruby,:bell: ,54817a6a3214a9bf2b42c49d,,,2014-12-05T09:27:06.034Z,:bell: ,,danbartlett
24pullrequests/24pullrequests,Ruby,I sent you 3 prs for open sit,54817a773214a9bf2b42c49e,,,2014-12-05T09:27:19.218Z,I sent you 3 prs for open sit,,andrew
24pullrequests/24pullrequests,Ruby,oh yea!,54817a923214a9bf2b42c4a2,,,2014-12-05T09:27:46.202Z,oh yea!,,danbartlett
24pullrequests/24pullrequests,Ruby,ruby &amp; rails upgrades,54817a9b3214a9bf2b42c4a8,,,2014-12-05T09:27:55.260Z,ruby & rails upgrades,,danbartlett
24pullrequests/24pullrequests,Ruby,thanks,54817a9e3214a9bf2b42c4aa,,,2014-12-05T09:27:58.072Z,thanks,,danbartlett
24pullrequests/24pullrequests,Ruby,I went a bit pr mad last night ,54817b186bb3149254914227,,,2014-12-05T09:30:00.805Z,I went a bit pr mad last night ,,andrew
24pullrequests/24pullrequests,Ruby,did about 10,54817b1f6bb3149254914228,,,2014-12-05T09:30:07.160Z,did about 10,,andrew
24pullrequests/24pullrequests,Ruby,"yeah i&#39;ve still managed one a day, hoping to get the gemification of gem-gratitude done for todays PR",54817b433c7d9a685937f332,,,2014-12-05T09:30:43.084Z,"yeah i've still managed one a day, hoping to get the gemification of gem-gratitude done for todays PR",,danbartlett
24pullrequests/24pullrequests,Ruby,"gettin stuck into tombh&#39;s peas too, lots to learnt here",54817b526bb3149254914231,,,2014-12-05T09:30:58.501Z,"gettin stuck into tombh's peas too, lots to learnt here",,danbartlett
24pullrequests/24pullrequests,Ruby,morning,5481adaf3214a9bf2b42c8f8,,,2014-12-05T13:05:51.723Z,morning,,luanmuniz
24pullrequests/24pullrequests,Ruby,hey,5481d0ce3c7d9a685937faf3,,,2014-12-05T15:35:42.064Z,hey,,arthurnn
24pullrequests/24pullrequests,Ruby,2 days behind on my 24PRs,5481d0d96bb3149254914a88,,,2014-12-05T15:35:53.376Z,2 days behind on my 24PRs,,arthurnn
24pullrequests/24pullrequests,Ruby,=(,5481d0da3c7d9a685937faf6,,,2014-12-05T15:35:54.274Z,=(,,arthurnn
24pullrequests/24pullrequests,Ruby,"Father Octocat may not be delivering you presents this year then <span data-link-type=""mention"" data-screen-name=""arthurnn"" class=""mention"">@arthurnn</span> ",5481d52d6bb3149254914ae1,,arthurnn,2014-12-05T15:54:21.424Z,Father Octocat may not be delivering you presents this year then @arthurnn ,,danbartlett
24pullrequests/24pullrequests,Ruby,:santa: :worried: ,5481d5466bb3149254914ae7,,,2014-12-05T15:54:46.387Z,:santa: :worried: ,,arthurnn
24pullrequests/24pullrequests,Ruby,"hehe, it&#39;s the whole year that counts! Father knows all. Some easy ones if you want to catch up!  <span data-link-type=""issue"" data-issue=""92"" data-issue-repo=""danbartlett/opensit"" class=""issue"">danbartlett/opensit#92</span> &amp; <span data-link-type=""issue"" data-issue=""69"" data-issue-repo=""danbartlett/opensit"" class=""issue"">danbartlett/opensit#69</span>",5481d5b13c7d9a685937fb53,"92, 69",,2014-12-05T15:56:33.514Z,"hehe, it's the whole year that counts! Father knows all. Some easy ones if you want to catch up!  https://github.com/danbartlett/opensit/issues/92 & https://github.com/danbartlett/opensit/issues/69",,danbartlett
24pullrequests/24pullrequests,Ruby,cool.. :heart_eyes_cat: will take a look,5481d6483c7d9a685937fb6e,,,2014-12-05T15:59:04.569Z,cool.. :heart_eyes_cat: will take a look,,arthurnn
