,Unnamed: 0,chatroom,group,html,id,issue,mentions,sent,text,urls,username,clean
224,225,test_Typescript,test_Typescript,jcimoch: okidoki,225,,,2016-12-02 22:20:14,jcimoch: okidoki,,jacobus-brogly,pramodnaik try
225,226,test_Typescript,test_Typescript,so how do i mix libraries with type decl and one without type decl,226,,,2016-12-02 22:20:43,so how do i mix libraries with type decl and one without type decl,,jacobus-brogly,start appium server command appium command run file server something newbie appium
226,227,test_Typescript,test_Typescript,"will it default to ""any""",227,,,2016-12-02 22:20:54,"will it default to ""any""",,jacobus-brogly,petergolf alldoes one problems find elements ios application ios driverappium version see element screen devicebut make getpagesource find
227,228,test_Typescript,test_Typescript,"depends on tsconfig but generaly yes, those without typeings will be any",228,,,2016-12-02 22:21:20,"depends on tsconfig but generaly yes, those without typeings will be any",,jcimoch,lionelpushios youll want make request appium server easiest way webdriver client
228,229,test_Typescript,test_Typescript,ok,229,,,2016-12-02 22:21:39,ok,,jacobus-brogly,trouble actually run javascript file utilize apples xcuitest framework realize need xcuitestdriver use mocha command
229,230,test_Typescript,test_Typescript,what does onSomethingChanged look like?,230,,,2016-12-06 10:59:07,what does onSomethingChanged look like?,,dtabuenc,one tell mandatory capabilities ios run real device
230,231,test_Typescript,test_Typescript,it just takes the value as parameter and console.log it right now,231,,,2016-12-06 10:59:40,it just takes the value as parameter and console.log it right now,,kristho91,test ios app use windows mac
231,232,test_Typescript,test_Typescript,At least that's what I suspect it to do,232,,,2016-12-06 10:59:50,At least that's what I suspect it to do,,kristho91,anything win ios app
232,233,test_Typescript,test_Typescript,expect *,233,,,2016-12-06 10:59:56,expect *,,kristho91,exactly
233,234,test_Typescript,test_Typescript,ok.. but show me how you use it in a template,234,,,2016-12-06 11:00:00,ok.. but show me how you use it in a template,,dtabuenc,develop mac
234,235,test_Typescript,test_Typescript,because it's how you use it in the template that matters,235,,,2016-12-06 11:00:07,because it's how you use it in the template that matters,,dtabuenc,gettting test fail try launch app
235,236,test_Typescript,test_Typescript,do you include the parameter in the template?,236,,,2016-12-06 11:00:15,do you include the parameter in the template?,,dtabuenc,one help fix
236,237,test_Typescript,test_Typescript,for example..... [<-CODE->],237,,,2016-12-06 11:01:06,for example..... [<-CODE->],,dtabuenc,appium log
237,238,test_Typescript,test_Typescript,"yes: on-something-changed=""vm.doSomething(value)""",238,,,2016-12-06 11:01:18,"yes: on-something-changed=""vm.doSomething(value)""",,kristho91,appium appium rest http interface listener start
238,239,test_Typescript,test_Typescript,But it never hits the doSomething(value) function :(,239,,,2016-12-06 11:02:29,But it never hits the doSomething(value) function :(,,kristho91,sorry please find full log ignore previous one
239,240,test_Typescript,test_Typescript,You're calling it right.,240,,,2016-12-06 11:03:10,You're calling it right.,,dtabuenc,appium appium rest http interface listener start
240,241,test_Typescript,test_Typescript,"I thought so... And it usually works that way too... But everytime I need to use it a new place, I have problems with it :(",241,,,2016-12-06 11:03:56,"I thought so... And it usually works that way too... But everytime I need to use it a new place, I have problems with it :(",,kristho91,anyone know run automation test one device one time use appium mocha
241,242,test_Typescript,test_Typescript,My guess is the expression in your template is somehow wrong,242,,,2016-12-06 11:04:33,My guess is the expression in your template is somehow wrong,,dtabuenc,blueice try appiumtestdistribution framework
242,243,test_Typescript,test_Typescript,like you are in the wrong scope or your controller as is bound to something different etc...,243,,,2016-12-06 11:04:44,like you are in the wrong scope or your controller as is bound to something different etc...,,dtabuenc,work fine android devices ios version trouble make work ios appium xcode
243,244,test_Typescript,test_Typescript,"Nope, that seems fine :(",244,,,2016-12-06 11:05:52,"Nope, that seems fine :(",,kristho91,anyone else face issue
244,245,test_Typescript,test_Typescript,Try seeing if it gets called directly with no controller,245,,,2016-12-06 11:13:41,Try seeing if it gets called directly with no controller,,dtabuenc,hello anyone know appium support xcode
245,246,test_Typescript,test_Typescript,[<-CODE->],246,,,2016-12-06 11:13:50,[<-CODE->],,dtabuenc,support
246,247,test_Typescript,test_Typescript,see if the value is output correctly,247,,,2016-12-06 11:14:02,see if the value is output correctly,,dtabuenc,install appium
247,248,test_Typescript,test_Typescript,"also, no errors in the console?",248,,,2016-12-06 11:14:47,"also, no errors in the console?",,dtabuenc,like know something else market ive ask previously chat hive response
248,249,test_Typescript,test_Typescript,No errors :(,249,,,2016-12-06 11:14:54,No errors :(,,kristho91,ratkod yes
249,250,test_Typescript,test_Typescript,and does this.onSomethingChanged look like it's being set?,250,,,2016-12-06 11:14:57,and does this.onSomethingChanged look like it's being set?,,dtabuenc,ratkod thank
250,251,test_Typescript,test_Typescript,"Yes, and I have checked typos on every part I could think of",251,,,2016-12-06 11:15:25,"Yes, and I have checked typos on every part I could think of",,kristho91,download sample code nodejs run simple test get issue days ago appiumappiumim wonder theres anything missingor wait attend issue
251,252,test_Typescript,test_Typescript,Don't know then... you must be doing something odd,252,,,2016-12-06 11:16:26,Don't know then... you must be doing something odd,,dtabuenc,goldylucks saw log please post code
252,253,test_Typescript,test_Typescript,somewhere,253,,,2016-12-06 11:16:29,somewhere,,dtabuenc,code post issue
253,254,test_Typescript,test_Typescript,"Lol, yeah ;) I know :D",254,,,2016-12-06 11:16:39,"Lol, yeah ;) I know :D",,kristho91,want copy paste
254,255,test_Typescript,test_Typescript,The joy of being a programmer... :D,255,,,2016-12-06 11:16:59,The joy of being a programmer... :D,,kristho91,quite long
255,256,test_Typescript,test_Typescript,"dtabuenc: Actually, are there a better type to defined the callback as instead of just Function?",256,,,2016-12-06 11:23:51,"dtabuenc: Actually, are there a better type to defined the callback as instead of just Function?",,kristho91,android
256,257,test_Typescript,test_Typescript,Something like this? (param: { value: string }) => ng.IPromise<any>,257,,,2016-12-06 11:28:19,Something like this? (param: { value: string }) => ng.IPromise<any>,,kristho91,right
257,258,test_Typescript,test_Typescript,kristho91: yes that's how you do it.... I have stuff like this for example [<-CODE->],258,,,2016-12-06 16:00:33,kristho91: yes that's how you do it.... I have stuff like this for example [<-CODE->],,dtabuenc,mgmanikandan yes atm android
258,259,test_Typescript,test_Typescript,will this work?,259,,,2016-12-06 17:50:36,will this work?,,jacobus-brogly,goldylucks try add appactivity appwaitactivity capabilities appium clearly give try find element happen actual test run app launch correctly
259,260,test_Typescript,test_Typescript,npm search@types/arcgis-js-api,260,,,2016-12-06 17:50:41,npm search@types/arcgis-js-api,,jacobus-brogly,evaluate test solutions appium seem great things havent able figure
260,261,test_Typescript,test_Typescript,i see only@typesversion 3.18 is on npm (i looked at valid install targets),261,,,2016-12-06 17:54:57,i see only@typesversion 3.18 is on npm (i looked at valid install targets),,jacobus-brogly,app emulator script one youre develop
261,262,test_Typescript,test_Typescript,i see the vendor also released version 4.1 some time ago on github but not updated npm,262,,,2016-12-06 17:55:28,i see the vendor also released version 4.1 some time ago on github but not updated npm,,jacobus-brogly,specifially try build solution test email display different email clients love automate way test apple mail ios devices
262,263,test_Typescript,test_Typescript,can i just copy paste the t.ds file over the index file and be done with it?,263,,,2016-12-06 17:55:44,can i just copy paste the t.ds file over the index file and be done with it?,,jacobus-brogly,
263,264,test_Typescript,test_Typescript,[<-LINK->],264,,,2016-12-06 17:55:54,[<-LINK->],,jacobus-brogly,mbuckbee interact app app use test
264,265,test_Typescript,test_Typescript,[<-LINK->],265,,,2016-12-06 17:56:13,[<-LINK->],,jacobus-brogly,ratkod think thats app restriction limitation specific appium
265,266,test_Typescript,test_Typescript,the 2 versions,266,,,2016-12-06 17:56:16,the 2 versions,,jacobus-brogly,limitations come apple
266,267,test_Typescript,test_Typescript,nunofreitasbotelho: Can't help you without knowing what your actual types are... judging from the error message your types aren't matching the structure of your data.,267,,,2016-12-06 18:00:19,nunofreitasbotelho: Can't help you without knowing what your actual types are... judging from the error message your types aren't matching the structure of your data.,,dtabuenc,thats figure
267,268,test_Typescript,test_Typescript,jacobus-brogly: no I would not copy over the file into the@types/folder,268,,,2016-12-06 18:01:12,jacobus-brogly: no I would not copy over the file into the@types/folder,,dtabuenc,either need clickswipe osx mac jailbreak try avoid
268,269,test_Typescript,test_Typescript,just don't use the@typesfor that one if there is no npm package available for it,269,,,2016-12-06 18:01:22,just don't use the@typesfor that one if there is no npm package available for it,,dtabuenc,think cure simple apple allow interact apps
269,270,test_Typescript,test_Typescript,ok,270,,,2016-12-06 18:01:30,ok,,jacobus-brogly,iven click coordinate
270,271,test_Typescript,test_Typescript,just use typings command or download it manually,271,,,2016-12-06 18:01:36,just use typings command or download it manually,,dtabuenc,anything
271,272,test_Typescript,test_Typescript,and add it to your files:[] array or your includes:[],272,,,2016-12-06 18:01:48,and add it to your files:[] array or your includes:[],,dtabuenc,dont know jailbraking help
272,273,test_Typescript,test_Typescript,[<-CODE->],273,,,2016-12-07 09:57:56,[<-CODE->],,con-ssc,ratkod find couple list solutions
273,274,test_Typescript,test_Typescript,Just for readability,274,,,2016-12-07 09:59:05,Just for readability,,con-ssc,jailbreak device
274,275,test_Typescript,test_Typescript,hey all - I'm searching for some thoughts on a question I've been having regarding the consumption and publishing of third party libraries. I posted it on [<-LINK->] but I don't know if it'd get much attention as it would here. sorry for the re-post if you saw it over there,275,,,2016-12-07 15:18:27,hey all - I'm searching for some thoughts on a question I've been having regarding the consumption and publishing of third party libraries. I posted it on [<-LINK->] but I don't know if it'd get much attention as it would here. sorry for the re-post if you saw it over there,,dadleyy,install vnc client device
275,276,test_Typescript,test_Typescript,dadleyy: tsc --noResolveare you trying that?,276,,,2016-12-07 15:22:07,dadleyy: tsc --noResolveare you trying that?,,con-ssc,user library remotely run command device
276,277,test_Typescript,test_Typescript,"con-ssc: use the ""-noResolve"" flag during the generation my library's "".d.ts"" file using ""-declaration"" or during the compilation of the consuming module that is importing it?",277,,,2016-12-07 15:29:06,"con-ssc: use the ""-noResolve"" flag during the generation my library's "".d.ts"" file using ""-declaration"" or during the compilation of the consuming module that is importing it?",,dadleyy,mbuckbee know number gitter apparently
277,278,test_Typescript,test_Typescript,2.1 is out aaaaaaaaaaand all my builds are broken,278,,,2016-12-07 18:54:30,2.1 is out aaaaaaaaaaand all my builds are broken,,felixfbecker,hello
278,279,test_Typescript,test_Typescript,nice,279,,,2016-12-07 18:54:44,nice,,felixfbecker,best tool inspect native android
279,280,test_Typescript,test_Typescript,[<-ISSUE->],280,,,2016-12-07 18:54:45,[<-ISSUE->],,felixfbecker,automator viewer appium inspector
280,281,test_Typescript,test_Typescript,That is possible withtoString(),281,,,2016-12-07 19:02:50,That is possible withtoString(),,felixfbecker,guy want know download appium dmg file please help
281,282,test_Typescript,test_Typescript,dtabuenc: Did you get a chance to get the details of you ts/webpack config for non-relative module resolution?,282,,,2016-12-08 17:32:18,dtabuenc: Did you get a chance to get the details of you ts/webpack config for non-relative module resolution?,,karptonite,use appium winappdriver test universal windows apps register apps build server win buildserver things get register way appium run
282,283,test_Typescript,test_Typescript,Yeah we just use resolve: {modules},283,,,2016-12-08 17:34:22,Yeah we just use resolve: {modules},,dtabuenc,good morning
283,284,test_Typescript,test_Typescript,[<-CODE->],284,,,2016-12-08 17:34:30,[<-CODE->],,dtabuenc,get error run appium xcuitest error xcodebuild fail code
284,285,test_Typescript,test_Typescript,baseUrl is set toapp,285,,,2016-12-08 17:34:48,baseUrl is set toapp,,dtabuenc,xcode sign webdriveragentrunner require development team select development team project sign require product type test bundle sdk ios
285,286,test_Typescript,test_Typescript,and [<-CODE->],286,,,2016-12-08 17:35:04,and [<-CODE->],,dtabuenc,already try solution
286,287,test_Typescript,test_Typescript,I'm not actually sure the../node_modulesis necessary,287,,,2016-12-08 17:35:43,I'm not actually sure the../node_modulesis necessary,,dtabuenc,vfennerac
287,288,test_Typescript,test_Typescript,Thanks. I'll try something like that. So you it set in both the tsconfig and resolve.modules/,288,,,2016-12-08 17:38:55,Thanks. I'll try something like that. So you it set in both the tsconfig and resolve.modules/,,karptonite,vfennerac believe help
288,289,test_Typescript,test_Typescript,karptonite: yeah you definitely need both,289,,,2016-12-08 17:59:06,karptonite: yeah you definitely need both,,dtabuenc,real devices
289,290,test_Typescript,test_Typescript,"dtabuenc: Thanks again for you help. I've finally got it working, first with ts-loader, now with awesome-typescript-loader. Oddly, although awesome-typescript-loader has a special plugin for Advanced path resolution, [<-LINK->] , it worked fine without it, and using that plugin caused a crash withMaximum call stack size exceedederror.",290,,,2016-12-08 19:35:49,"dtabuenc: Thanks again for you help. I've finally got it working, first with ts-loader, now with awesome-typescript-loader. Oddly, although awesome-typescript-loader has a special plugin for Advanced path resolution, [<-LINK->] , it worked fine without it, and using that plugin caused a crash withMaximum call stack size exceedederror.",,karptonite,vfennerac
290,291,test_Typescript,test_Typescript,well with advanced path resolution plugin you wouldn't add the folder to the modules,291,,,2016-12-08 19:36:20,well with advanced path resolution plugin you wouldn't add the folder to the modules,,dtabuenc,kinda weird need team profile run browser test
291,292,test_Typescript,test_Typescript,it's probably recursive due to that,292,,,2016-12-08 19:36:33,it's probably recursive due to that,,dtabuenc,thank link vid give try
292,293,test_Typescript,test_Typescript,"Yeah, maybe the problem was adding it to both.",293,,,2016-12-08 19:36:55,"Yeah, maybe the problem was adding it to both.",,karptonite,dont team give appium
293,294,test_Typescript,test_Typescript,"I could try without adding it to modules, using their plugin, but I think I might as well leave well enough alone for now.",294,,,2016-12-08 19:37:27,"I could try without adding it to modules, using their plugin, but I think I might as well leave well enough alone for now.",,karptonite,want automate browser test iphone
294,295,test_Typescript,test_Typescript,How would I use a Proxy on a class if I’m trying to intercept a static method?,295,,,2016-12-09 04:57:02,How would I use a Proxy on a class if I’m trying to intercept a static method?,,etsuo,well ask apple logic idea need pay dev account develop without dev account since develop need test app test need dev account
295,296,test_Typescript,test_Typescript,Can somebody explain to me what@means in this code [<-LINK->],296,,,2016-12-12 01:29:59,Can somebody explain to me what@means in this code [<-LINK->],,Gacnt,string arrx zstring arr
296,297,test_Typescript,test_Typescript,"Gacnt: yeah the @ is usually decorators, but they wouldn't typically be used like@vts.blah(1)They would typically be decorating a class, method, parameter, or something like that.",297,,,2016-12-12 01:34:05,"Gacnt: yeah the @ is usually decorators, but they wouldn't typically be used like@vts.blah(1)They would typically be decorating a class, method, parameter, or something like that.",,dtabuenc,code app log successfully loop run third time get element locate page use give search parameters warn server provide stacktrace information
297,298,test_Typescript,test_Typescript,I guess it could be used that way if there was an objectvtsthat had a functionblah( param1:number)that returned another function that would actually be the decorator,298,,,2016-12-12 01:35:25,I guess it could be used that way if there was an objectvtsthat had a functionblah( param1:number)that returned another function that would actually be the decorator,,dtabuenc,instead show log successfully
298,299,test_Typescript,test_Typescript,In the code you linked.....vts.componentis a decorator provided by the vue framework,299,,,2016-12-12 01:59:09,In the code you linked.....vts.componentis a decorator provided by the vue framework,,dtabuenc,one help miss something
299,300,test_Typescript,test_Typescript,a decorator is just a function that gets called when your class is declared. It gets passed in information about your class and can do whatever it wants.,300,,,2016-12-12 01:59:36,a decorator is just a function that gets called when your class is declared. It gets passed in information about your class and can do whatever it wants.,,dtabuenc,app successfully log get error message element locate page use give search parameters warn server provide stacktrace information
300,301,test_Typescript,test_Typescript,"In this case, it would probably register a component with the vue framework or attache extra information to the class or any number of things.",301,,,2016-12-12 02:00:01,"In this case, it would probably register a component with the vue framework or attache extra information to the class or any number of things.",,dtabuenc,prabudakshan appium log
301,302,test_Typescript,test_Typescript,you can read about them here [<-LINK->],302,,,2016-12-12 02:00:18,you can read about them here [<-LINK->],,dtabuenc,dont work appium ios real device
302,303,test_Typescript,test_Typescript,"Hi@all, I have a important question about the Interfacing in Typescript.Why does this example act like it does? Shouldn't test2,3 and 4 throw errors? [<-CODE->]",303,,,2016-12-13 15:53:26,"Hi@all, I have a important question about the Interfacing in Typescript.Why does this example act like it does? Shouldn't test2,3 and 4 throw errors? [<-CODE->]",,Z3roCoder,work
303,304,test_Typescript,test_Typescript,Z3roCoder: you should wrap your code in ```,304,,,2016-12-13 15:53:53,Z3roCoder: you should wrap your code in ```,,dtabuenc,bakiko xcuielementtypeapplication full xpath
304,305,test_Typescript,test_Typescript,so it's readable,305,,,2016-12-13 15:53:57,so it's readable,,dtabuenc,applicaiton window
305,306,test_Typescript,test_Typescript,There we go :),306,,,2016-12-13 15:54:15,There we go :),,Z3roCoder,level
306,307,test_Typescript,test_Typescript,interfaces aren't exclusive,307,,,2016-12-13 15:54:25,interfaces aren't exclusive,,dtabuenc,need give exact element
307,308,test_Typescript,test_Typescript,they only require properties be there,308,,,2016-12-13 15:54:32,they only require properties be there,,dtabuenc,mgmanikandan ios build hit enter back buttonsimilar androidkey method android
308,309,test_Typescript,test_Typescript,it doesn't care about extra properties,309,,,2016-12-13 15:54:42,it doesn't care about extra properties,,dtabuenc,
309,310,test_Typescript,test_Typescript,"But in case 2 and 3, it requires exactly the properties in the interface",310,,,2016-12-13 15:54:46,"But in case 2 and 3, it requires exactly the properties in the interface",,Z3roCoder,inbuilt methods
310,311,test_Typescript,test_Typescript,"b is not in the interface, and this it complains that b shouldnt be there",311,,,2016-12-13 15:55:03,"b is not in the interface, and this it complains that b shouldnt be there",,Z3roCoder,mgmanikandan thank try work possible use format find element xpath
311,312,test_Typescript,test_Typescript,[<-LINK->],312,,,2016-12-13 15:55:21,[<-LINK->],,Z3roCoder,xcuielementtypenavigationbarxcuielementtypeotherxcuielementtypeother
312,313,test_Typescript,test_Typescript,return{a : 3 b:3}satisfies the interface,313,,,2016-12-13 15:55:24,return{a : 3 b:3}satisfies the interface,,dtabuenc,think work
313,314,test_Typescript,test_Typescript,Look at my screenshot,314,,,2016-12-13 15:55:42,Look at my screenshot,,Z3roCoder,mgmanikandan
314,315,test_Typescript,test_Typescript,oh ... on object literals yeah,315,,,2016-12-13 15:55:53,oh ... on object literals yeah,,dtabuenc,suggestion
315,316,test_Typescript,test_Typescript,you need to do any on object literals if you want it to work,316,,,2016-12-13 15:56:24,you need to do any on object literals if you want it to work,,dtabuenc,
316,317,test_Typescript,test_Typescript,So this is expected behaviour?,317,,,2016-12-13 15:56:24,So this is expected behaviour?,,Z3roCoder,
317,318,test_Typescript,test_Typescript,yes,318,,,2016-12-13 15:56:28,yes,,dtabuenc,work
318,319,test_Typescript,test_Typescript,it's mostly designed for when you are passing object literals to function,319,,,2016-12-13 15:56:38,it's mostly designed for when you are passing object literals to function,,dtabuenc,hit enter virtual keypad
319,320,test_Typescript,test_Typescript,"When is, and when isn't, something a object literal in my example?",320,,,2016-12-13 15:57:02,"When is, and when isn't, something a object literal in my example?",,Z3roCoder,
320,321,test_Typescript,test_Typescript,"Isn't <ITest>{ a: 3, b: 3 }; also a object literal?",321,,,2016-12-13 15:57:34,"Isn't <ITest>{ a: 3, b: 3 }; also a object literal?",,Z3roCoder,submit
321,322,test_Typescript,test_Typescript,yeah but then you are casting it specifically to an ITest,322,,,2016-12-13 15:58:18,yeah but then you are casting it specifically to an ITest,,dtabuenc,work guss
322,323,test_Typescript,test_Typescript,"So what's the difference then betweenreturn <ITest>{ a: 3, b: 3 };andconst c: ITest = { a: 3, b: 3 } (This complains)",323,,,2016-12-13 15:58:43,"So what's the difference then betweenreturn <ITest>{ a: 3, b: 3 };andconst c: ITest = { a: 3, b: 3 } (This complains)",,Z3roCoder,hmm
323,324,test_Typescript,test_Typescript,what version are you using?,324,,,2016-12-13 15:58:46,what version are you using?,,dtabuenc,let check sure
324,325,test_Typescript,test_Typescript,2.1.4,325,,,2016-12-13 15:58:58,2.1.4,,Z3roCoder,
325,326,test_Typescript,test_Typescript,So the thinking is if you are setting extra properties you'll never be able to safely access them from the interface that you are assigning,326,,,2016-12-13 16:02:49,So the thinking is if you are setting extra properties you'll never be able to safely access them from the interface that you are assigning,,dtabuenc,yes
326,327,test_Typescript,test_Typescript,so the compiler assumes this is likely an error on your part,327,,,2016-12-13 16:02:58,so the compiler assumes this is likely an error on your part,,dtabuenc,scrollto remove javaclient
327,328,test_Typescript,test_Typescript,and you have to use type assertion to get around it,328,,,2016-12-13 16:03:08,and you have to use type assertion to get around it,,dtabuenc,jar
328,329,test_Typescript,test_Typescript,"Why would this not apply to test4 then? This is basically the same example as test3, only that in this case, a Promise of the type ITest is returned",329,,,2016-12-13 16:08:43,"Why would this not apply to test4 then? This is basically the same example as test3, only that in this case, a Promise of the type ITest is returned",,Z3roCoder,
329,330,test_Typescript,test_Typescript,probably an edgecase the compiler does not consider,330,,,2016-12-13 16:09:40,probably an edgecase the compiler does not consider,,dtabuenc,
330,331,test_Typescript,test_Typescript,"Alright, i will write a issue about this then",331,,,2016-12-13 16:09:53,"Alright, i will write a issue about this then",,Z3roCoder,
331,332,test_Typescript,test_Typescript,Maybe then it will become clearer,332,,,2016-12-13 16:10:01,Maybe then it will become clearer,,Z3roCoder,otherway scroll idea
332,333,test_Typescript,test_Typescript,is there any Di/ioc framework (for node.js) currenly widely accepted by typescript community? or is there some method/function in typescript so it’s not needed? couldnt really find anything except the angular one,333,,,2016-12-13 21:24:24,is there any Di/ioc framework (for node.js) currenly widely accepted by typescript community? or is there some method/function in typescript so it’s not needed? couldnt really find anything except the angular one,,scarlier,
333,334,test_Typescript,test_Typescript,[<-LINK->],334,,,2016-12-13 21:25:14,[<-LINK->],,dtabuenc,even
334,335,test_Typescript,test_Typescript,haven't used it but I know that some people have used that,335,,,2016-12-13 21:25:25,haven't used it but I know that some people have used that,,dtabuenc,
335,336,test_Typescript,test_Typescript,would think it's similar to the angular 2 one,336,,,2016-12-13 21:25:31,would think it's similar to the angular 2 one,,dtabuenc,
336,337,test_Typescript,test_Typescript,thanks going to check it out,337,,,2016-12-13 21:25:51,thanks going to check it out,,scarlier,fro scroll
337,338,test_Typescript,test_Typescript,"thre are probably others, although I wouldn't classify any as having ""wide acceptance"" in the community",338,,,2016-12-13 21:26:01,"thre are probably others, although I wouldn't classify any as having ""wide acceptance"" in the community",,dtabuenc,
338,339,test_Typescript,test_Typescript,angular 2 and aurelia have wide acceptance within their respective communities,339,,,2016-12-13 21:26:27,angular 2 and aurelia have wide acceptance within their respective communities,,dtabuenc,
339,340,test_Typescript,test_Typescript,but probably very few people using them outside as standalone DI,340,,,2016-12-13 21:26:45,but probably very few people using them outside as standalone DI,,dtabuenc,enter
340,341,test_Typescript,test_Typescript,scarlier: try there's one that's SUPER heavy handed calledinversify,341,,,2016-12-13 21:27:10,scarlier: try there's one that's SUPER heavy handed calledinversify,,varunjayaraman,swipe
341,342,test_Typescript,test_Typescript,i prefer this one calledtypedithat i prefer since its API is super simple,342,,,2016-12-13 21:27:26,i prefer this one calledtypedithat i prefer since its API is super simple,,varunjayaraman,yes
342,343,test_Typescript,test_Typescript,varunjayaraman: ty inversify looks promesing,343,,,2016-12-13 21:28:58,varunjayaraman: ty inversify looks promesing,,scarlier,
343,344,test_Typescript,test_Typescript,varunjayaraman: what qualifies as SUPER heavy handed,344,,,2016-12-13 21:29:33,varunjayaraman: what qualifies as SUPER heavy handed,,dtabuenc,instead scroll usig swipe
344,345,test_Typescript,test_Typescript,?,345,,,2016-12-13 21:29:34,?,,dtabuenc,swipe option available
345,346,test_Typescript,test_Typescript,varunjayaraman: any experience with the performance of it?,346,,,2016-12-13 21:30:00,varunjayaraman: any experience with the performance of it?,,scarlier,hmmm
346,347,test_Typescript,test_Typescript,dtabuenc: just felt like it was overly complicated to get it to work,347,,,2016-12-13 21:30:48,dtabuenc: just felt like it was overly complicated to get it to work,,varunjayaraman,know beter scroll option latest appium please suggest
347,348,test_Typescript,test_Typescript,scarlier: I don't think performance is going to vary much between frameworks,348,,,2016-12-13 21:31:20,scarlier: I don't think performance is going to vary much between frameworks,,dtabuenc,
348,349,test_Typescript,test_Typescript,scarlier: i doubt it,349,,,2016-12-13 21:31:24,scarlier: i doubt it,,varunjayaraman,mgmanikandan thank work
349,350,test_Typescript,test_Typescript,they all essentially register dependencies in some kind of lookup table,350,,,2016-12-13 21:31:29,they all essentially register dependencies in some kind of lookup table,,dtabuenc,cool
350,351,test_Typescript,test_Typescript,and pull from there on instantiation,351,,,2016-12-13 21:31:33,and pull from there on instantiation,,dtabuenc,xcuielementtypeotherxcuielementtypeother
351,352,test_Typescript,test_Typescript,so performance wise they will all be similar,352,,,2016-12-13 21:31:41,so performance wise they will all be similar,,dtabuenc,even work
352,353,test_Typescript,test_Typescript,unless they are doing something really stupid,353,,,2016-12-13 21:31:46,unless they are doing something really stupid,,dtabuenc,try
353,354,test_Typescript,test_Typescript,"all i needed was something that registers, gets, and can invoke functions with injected dependencies",354,,,2016-12-13 21:32:00,"all i needed was something that registers, gets, and can invoke functions with injected dependencies",,varunjayaraman,mobileelement abmobileelement
354,355,test_Typescript,test_Typescript,ah ok,355,,,2016-12-13 21:33:14,ah ok,,scarlier,shabinmohan work little bite try
355,356,test_Typescript,test_Typescript,Does anyone have idea on why this code does not compile undernoImplicitAny?,356,,,2016-12-14 04:43:43,Does anyone have idea on why this code does not compile undernoImplicitAny?,,HerringtonDarkholme,prabudakshan sure let try one thank
356,357,test_Typescript,test_Typescript,[<-CODE->],357,,,2016-12-14 04:43:56,[<-CODE->],,HerringtonDarkholme,
357,358,test_Typescript,test_Typescript,how would it know the type of s?,358,,,2016-12-14 05:15:17,how would it know the type of s?,,dtabuenc,use deprecate java
358,359,test_Typescript,test_Typescript,dtabuenc: noteStrs<T>has an index signature,359,,,2016-12-14 05:17:17,dtabuenc: noteStrs<T>has an index signature,,HerringtonDarkholme,use touchaction class
359,360,test_Typescript,test_Typescript,"if I delete the first overload ofmutations, it compiles",360,,,2016-12-14 05:17:38,"if I delete the first overload ofmutations, it compiles",,HerringtonDarkholme,tfcardoso swipe
360,361,test_Typescript,test_Typescript,I think the type algebra might be too much for the inference engine and you just have to specify it,361,,,2016-12-14 05:20:20,I think the type algebra might be too much for the inference engine and you just have to specify it,,dtabuenc,
361,362,test_Typescript,test_Typescript,"This is a reduced example, in real world code the first argument is too complex to get manual annotation",362,,,2016-12-14 05:20:57,"This is a reduced example, in real world code the first argument is too complex to get manual annotation",,HerringtonDarkholme,yes presswaitactionmovetoreleaseperform
362,363,test_Typescript,test_Typescript,"I guess there is some problem in overloading resolution and contextual inference, but cannot debugging further deeper.",363,,,2016-12-14 05:26:55,"I guess there is some problem in overloading resolution and contextual inference, but cannot debugging further deeper.",,HerringtonDarkholme,still didnt adapt code change swipe tap zoom pinch etc
363,364,test_Typescript,test_Typescript,Probably this is a related issue to [<-ISSUE->],364,,,2016-12-14 05:34:34,Probably this is a related issue to [<-ISSUE->],,HerringtonDarkholme,set webdriverwait timeout give exception
364,365,test_Typescript,test_Typescript,Yeah it looks like that would be it. It's not clear that they are fixing that anytime soon though.,365,,,2016-12-14 06:42:34,Yeah it looks like that would be it. It's not clear that they are fixing that anytime soon though.,,dtabuenc,
365,366,test_Typescript,test_Typescript,Will TypeScript interact with C++? Or even embed TypeScript/JavaScript API to C++?,366,,,2016-12-14 14:52:35,Will TypeScript interact with C++? Or even embed TypeScript/JavaScript API to C++?,,acterhd,anyone know turn wifi ios android use appium mocha javascript
366,367,test_Typescript,test_Typescript,"acterhd: there are some things out there, like nibind, and asm.js that can compile c++ to js/ts or you can embed chrome v8 engine in c++ and run compiled typescript code.",367,,,2016-12-14 16:18:14,"acterhd: there are some things out there, like nibind, and asm.js that can compile c++ to js/ts or you can embed chrome v8 engine in c++ and run compiled typescript code.",,dtabuenc,anyone use python nosetests framework
367,368,test_Typescript,test_Typescript,"for my app, I want to use repsonse mailing to validate signup",368,,,2016-12-14 19:52:13,"for my app, I want to use repsonse mailing to validate signup",,jacobus-brogly,take cmap mobile app test automation certification
368,369,test_Typescript,test_Typescript,any good solutions for this (preferably something i can try for free),369,,,2016-12-14 19:52:25,any good solutions for this (preferably something i can try for free),,jacobus-brogly,anyone know appium work android emulator work prior
